,QuestionId,ConstructId,ConstructName,SubjectId,SubjectName,CorrectAnswer,QuestionText,AnswerAText,AnswerBText,AnswerCText,AnswerDText,MisconceptionAId,MisconceptionBId,MisconceptionCId,MisconceptionDId,MisconceptionName
1218,1218.0,2451.0,Identify the net of a prism,85.0,Nets,A,Name the polyhedron that can be made from this net ![Net showing four rectangles and two squares](),Rectangular prism,Cylinder,Rectangular pyramid,Cube,,1831.0,1783.0,1043.0,
1219,1219.0,898.0,"Given a positive y value, find an x value in a table of values for lines in the form y = c - x ",257.0,Plotting Lines from Tables of Values,B,"This is a part of the table of values for the equation \( y=3-x \) ![\begin{tabular}{|c|c|}
\hline\( x \) & \( \bigstar \) \\
\hline\( y \) & \( 9 \) \\
\hline
\end{tabular}]() What should replace the star?",\( 6 \),\( -6 \),\( -9 \),\( 12 \),,,,1510.0,
1220,1220.0,929.0,Work out the equation of a line when given a positive gradient and a point on the line,259.0,Finding the Equation of a Line,B,"A line has a gradient of \( 4 \) and passes through the point \( (1,9) \). What is it's equation?",\( y=4 x+8 \),\( y=4 x+5 \),\( y=4 x+9 \),\( y=9 x+4 \),1893.0,,1108.0,,
1221,1221.0,471.0,Recognise cube numbers,245.0,"Squares, Cubes, etc",D,"\[
27,64,125, \ldots
\]

This is the \( 3^{\text {rd }}, 4^{\text {th }} \) and \( 5^{\text {th }} \) term from what sequence of numbers?",The odd numbers,The square numbers,The triangular numbers,The cube numbers,421.0,478.0,2489.0,,
1222,1222.0,322.0,Divide two decimals with a different number of decimal places,224.0,Multiplying and Dividing with Decimals,C,\( 70.04 \div 0.1= \),\( 70.004 \),\( 700.04 \),\( 700.4 \),\( 7.004 \),151.0,151.0,,2525.0,
1223,1223.0,1264.0,Recognise and name a term,70.0,Writing Expressions,B,Which of the following is the most appropriate word to describe \( y^{2} \) in this: \( y^{2}-9 \),Equation,Term,Variable,Expression,68.0,,2519.0,661.0,
1224,1224.0,1757.0,Identify co-interior angles,182.0,Angle Facts with Parallel Lines,B,"Tom and Katie are arguing about angle relationships on parallel lines.
Tom says allied (co-interior) angles are equal.
Katie says corresponding angles are equal.
Who is correct?","Only
Tom","Only
Katie",Both Tom and Katie,Neither is correct,1505.0,,1505.0,236.0,
1225,1225.0,3133.0,Write algebraic expressions with correct algebraic convention involving powers,70.0,Writing Expressions,D,"If we want to write 
""\( \boldsymbol{m} \) multiplied by \( \boldsymbol{m} \)"" 
using algebra, this would be:",\( 2 m \),\( \mathrm{mm} \),\( m^{m} \),\( m^{2} \),2045.0,1630.0,1072.0,,
1226,1226.0,3346.0,Identify the order of rotational symmetry of a shape,88.0,Properties of Quadrilaterals,B,Which shape has the highest order of rotational symmetry?,![Equilateral triangle](),![Circle](),![Square](),![Hexagon](),2355.0,,2355.0,2355.0,
1227,1227.0,1434.0,Factorise a quadratic expression in the form ax² + bx + c where a is prime,53.0,Factorising into a Double Bracket,A,"Step 1: Factorise the following expression
\(
2 x^{2}+7 x+3
\)",\( (2 x+1)(x+3) \),\( (2 x+3)(x+1) \),\( (2 x+1)(2 x+3) \),Cannot be factorised,,,2240.0,,
1228,1228.0,984.0,"Given a negative x value, find the corresponding y value for curves in the form y = x² + bx + c",265.0,Plotting Quadratics from Tables of Values,D,"This is a part of the table of values for the equation
\[y=x^{2}-x\] \begin{tabular}{|c|c|}
\hline\( x \) & \( -7 \) \\
\hline\( y \) & \(\bigstar\) \\
\hline
\end{tabular} What should replace the star?",\( 42 \),\( -56 \),\( -42 \),\( 56 \),55.0,,82.0,,
1229,1229.0,856.0,Use the order of operations to carry out calculations involving powers,217.0,Basic Calculator Use,D,"What answer would your calculator give if you typed in
\(
-6^{2}
\) ![A scientific calculator]()",\( 12 \),\( -12 \),\( 36 \),\( -36 \),1792.0,1072.0,1507.0,,
1230,1230.0,2610.0,"Calculate missing lengths of shapes by geometrical inference, where the lengths given are in the same units",655.0,Missing Lengths,B,"What is value of \( p \) in this compound shape made with rectangles? ![Compound shape made of two rectangles with the sides labelled p cm, 10 cm, 7 cm, 3 cm and 4 cm. One side is unlabelled.]()",\( 4 \mathrm{~cm} \),\( 3 \mathrm{~cm} \),\( 3.5 \mathrm{~cm} \),Not enough information,1953.0,,1953.0,398.0,
1231,1231.0,2870.0,Compare two pie charts,109.0,Pie Chart,B,"These pie charts show how people travel to work in two towns. The populations of the towns are given. In which town do more people travel to work by train? ![A diagram showing two pie charts and a key. The key consists of car, bike, walk and train. The pie chart for town A (population 2000) has 1/2 a pie chart for bike, 1/4 for car and two smaller sections for walk and train. The pie chart for town B (population 10 000) has a proportion just under 1/2 for bike, a section just over 1/4 for walk, and just under a 1/4 for train. The section for car is very small.]()",Town A,Town B,Both the same,Impossible to say,2543.0,,,,
1232,1232.0,224.0,Round numbers between 0 and 1 to two significant figures,215.0,Rounding to Significant Figures,B,"\( 0.009753 \)

What is this number rounded to \( 2 \) significant figures?",\( 0.0 \),\( 0.0098 \),\( 0.01 \),\( 0.0097 \),1876.0,,739.0,1402.0,
1233,1233.0,246.0,Carry out addition problems involving one negative integer,211.0,Adding and Subtracting Negative Numbers,A,"What number belongs in the box?
\(
(-8)+3=
\square\)",\( -5 \),\( -11 \),\( 11 \),\( -6 \),,815.0,,670.0,
1234,1234.0,2676.0,"Rotate an object or point 180° about a point, where the point lies on the edge or outside of the object ",93.0,Rotation,D,"![A pair of axes: x-axis is from -3 to 4; y-axis is from -4 to 4. A quadrilateral, labelled ""P"", is made by joining the following points, in order, with straight lines: (-3, 1), (-1, 1), (-1, 3), (-3, 4) and back to (-3, 1). The point (-1, 3) is marked with a red dot.
Also, the following points are plotted and labelled with the following letters: A (3, 1); B (1, -1); C (3, -1); D (1, -3).]() Shape \( \mathrm{P} \) is rotated \( 180^{\circ} \) through the origin.

Where will the red point be on the rotated shape?",A,B,C,D,1633.0,2572.0,2026.0,,
1235,1235.0,920.0,Recognise the equations of horizontal lines from a diagram,258.0,Horizontal and Vertical Lines,C,"What is the equation of this line? ![A coordinate grid from 0 to 10 in the y direction and -5 to 10 in the x direction. There is a line drawn passing through the coordinates: (-5,7) (0,7) (5,7) (10,7)]()",\( y=7 x \),\( x=7 y \),\( y=7 \),\( x=7 \),1568.0,,,2113.0,
1236,1236.0,321.0,Divide two decimals with the same number of decimal places,224.0,Multiplying and Dividing with Decimals,B,\( 0.2 \div 0.4= \),\( 0.08 \),\( 0.5 \),\( 0.8 \),\( 2 \),1074.0,,1074.0,2359.0,
1237,1237.0,1817.0,Recognise that the diameter is twice the radius,184.0,Parts of a Circle,C,"If the diameter of a circle is \( 5.4 \mathrm{~cm} \), the radius is...",\( 2.2 \mathrm{~cm} \),\( 10.8 \mathrm{~cm} \),\( 2.7 \mathrm{~cm} \),\( 5.4 \mathrm{~cm} \),,1657.0,,1686.0,
1238,1238.0,1533.0,Write a formula to describe a situation,157.0,Writing Formula,B,"A taxi driver charges an initial \( £ 2.50 \) plus \( £ 1.20 \) per mile travelled. Which of the following expressions is correct for the total cost, \( T \), of a journey of \( \boldsymbol{m} \) miles?",\( \mathrm{T}=2.50 \mathrm{~m}+1.20 \),\( \mathrm{T}=1.20 \mathrm{~m}+2.50 \),\( \mathrm{T}=1.20(2.50+m) \),\( \mathrm{T}=3.70 \mathrm{~m} \),727.0,,2221.0,389.0,
1239,1239.0,2574.0,Calculate the area of a right-angled triangle where the dimensions are given in the same units,75.0,Area of Simple Shapes,A,What is the area of this shape? ![Right angled triangle on square grid with area of 3 square units](),\( 3 \),\( 3.5 \),\( 4 \),Not enough information,,1292.0,1292.0,1292.0,
1240,1240.0,208.0,Round integers to the nearest 1000,213.0,"Rounding to the Nearest Whole (10, 100, etc)",B,What is \( 637 \) rounded to the nearest \( 1000 \) ?,\( 500 \),\( 1000 \),\( 0 \),\( 6000 \),1248.0,,1379.0,,
1241,1241.0,3163.0,Solve quadratic equations using factorisation in the form x(x + b) ,65.0,Quadratic Equations,B,"Tom and Katie are arguing about how to solve this equation: 

\(
x^{2}+4 x=0
\)

Tom says one solution is \( x=2 \)

Katie says one solution is \( x=0 \)

Who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,,,1766.0,,
1242,1242.0,2077.0,Identify a unit of volume or capacity,197.0,Volume and Capacity Units,B,"James has answered a question on volume. His answer is 8.5.
Behind the star he has written the units that he used.

\(
8.5 \,\bigstar
\)

Which of the following units is definitely wrong?",\( \mathrm{cm}^{3} \),\( \mathrm{mm}^{2} \),\( m^{3} \),\( l \),996.0,,996.0,1520.0,
1243,1243.0,1936.0,Complete a symmetric figure with respect to a specific line of symmetry,275.0,Line Symmetry,C,Which image completes a symmetric figure using the red line of symmetry? ![A shape composed of coloured squares is drawn on the left side of a vertical line of symmetry](),"![The shape has been reflected in the line of symmetry, but the coloured squares are not in the corresponding places]()","![The shape has been translated right by 4 squares so that it is now on the right hand side of the line of symmetry, but has not changed orientation]()","![The shape has been reflected in the line of symmetry, The coloured squares have been shaded in their corresponding places]()","![The shape has been reflected in the line of symmetry, but the coloured squares are not in the corresponding places]()",1990.0,1572.0,,1990.0,
1244,1244.0,2462.0,Draw the net of a prism,85.0,Nets,A,"This is an incomplete net for a triangular prism.

What shapes do you add to complete this net? ![An incomplete net of a triangular prism comprising a rectangle (landscape) and an equilateral triangle. These 2 shapes are attached to each other along one side (the righthand shorter side of the rectangle, which is the same length as the sides of the triangle). ]()",\( 1 \) triangle and \( 2 \) rectangles,\( 3 \) triangles,\( 3 \) rectangles,\( 1 \) triangle and \( 3 \) rectangles,,690.0,1783.0,690.0,
1245,1245.0,1488.0,Solve quadratic equations using factorisation in the form (x + a)(x + b) ,65.0,Quadratic Equations,D,"The area of the trapezium on the right is \( 12 \mathrm{~cm}^{2} \). ![A trapezium with the parallel sides a and b labelled x -1 and x + 3 and the perpendicular height as x.]() Based on the information given, Adam writes this formula:
\(x^{2}+x=12\)

What are the two solutions to this equation?",\( \begin{array}{c}x=4 \\ \text { and } \\ x=3\end{array} \),\( \begin{array}{c}x=-4 \\ \text { and } \\ x=-3\end{array} \),\( \begin{array}{c}x=4 \\ \text { and } \\ x=-3\end{array} \),\( \begin{array}{c}x=-4 \\ \text { and } \\ x=3\end{array} \),1701.0,,2436.0,,
1246,1246.0,920.0,Recognise the equations of horizontal lines from a diagram,258.0,Horizontal and Vertical Lines,D,"What is the equation of this line? ![A set of axes with a line drawn on. The lines passes through the points: (0,2) (1,2) (2,2) (3,2) and (4,2)]()",\( x=2 \),\( x=2 y \),\( y=2 x \),\( y=2 \),642.0,2301.0,1568.0,,
1247,1247.0,1815.0,Identify a radius,184.0,Parts of a Circle,A,What is the correct name for the line marked on the circle? ![A circle with a line from the centre of the circle to the circumference.](),Radius,Chord,Tangent,Diameter,,1271.0,1854.0,1686.0,
1248,1248.0,2600.0,"Calculate compound area involving just rectangles and squares, where the dimensions are given in the same units",179.0,Compound Area,A,"What is the area of the shaded section of this composite shape made from rectangles? ![A composite shape that makes a backwards ""L"" shape from 2 rectangles.  The base of the shape is horizontal and is 11cm long. The vertical height of the whole shape is 12cm. The horizontal width of the top part of the shape is 5cm. The vertical height of the bottom rectangle is labelled 4cm. The top rectangle is shaded.]()",\( 40 \mathrm{~cm}^{2} \),\( 20 \mathrm{~cm}^{2} \),\( 30 \mathrm{~cm}^{2} \),\( 60 \mathrm{~cm}^{2} \),,1148.0,1527.0,649.0,
1249,1249.0,1430.0,Factorise a quadratic expression in the form x² + bx - c,53.0,Factorising into a Double Bracket,C,"If
\(
m^{2}+3 m-28 \equiv(m+a)(m+b)
\)
then \( a \times b= \)",\( -3 \),\( 3 \),\( -28 \),\( 28 \),,1606.0,,2479.0,
1250,1250.0,3141.0,Solve quadratic inequalities from the graph of the quadratic,1984.0,Quadratic inequalities on Number Lines,A,Use the graph to approximate the solution to \( x^{2}+2 x-3<-3 \) ![A set of axes with the quadratic graph y=x^2+2x-3 drawn on.](),\( -2<x<0 \),"\( x<-2, x>0 \)",\( x=-2 \),\( -3<x<1 \),,2043.0,,,
1251,1251.0,1273.0,Simplify algebraic expressions to maintain equivalence by collecting like terms involving just one linear variable,251.0,Simplifying Expressions by Collecting Like Terms,C,"Simplify the following by collecting like terms.
\[
4 x+6 x-3 x
\]",\( 10 x-3 x \),\( 13 x \),\( 7 x \),\( x \),1641.0,2046.0,,,
1252,1252.0,69.0,"Given the solution to one problem, deduce the answer to a related problem using the same operation",203.0,Mental Addition and Subtraction,C,"Tom and Katie are discussing related calculations
Tom says if you know that \( 4122+426=4548 \), then \( 4122+428 \) must equal \( \mathbf{4 5 5 0} \)

Katie says if you know that \( 4122-426=3696 \), then \( 4122-428 \) must equal \( \mathbf{3 6 9 4} \)
Who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,2408.0,1408.0,,,
1253,1253.0,397.0,Identify unit fractions when part of a shape,232.0,Dividing Fractions,B,What should replace the question mark? ![A bar split into 5 equal parts. Four parts are shaded pink. The total length of the shaded parts is labelled 4/5. One shaded part is labelled with a question mark.](),\( \frac{5}{4} \),\( \frac{1}{5} \),\( \frac{1}{4} \),\( 1 \),1761.0,,1761.0,1761.0,
1254,1254.0,2570.0,Calculate the area of a trapezium where the dimensions are given in the same units,75.0,Area of Simple Shapes,B,"Sally wants to calculate the area of this trapezium using the formula: Area \( =\left(\frac{a+b}{2}\right) h \) ![A trapezium with the parallel sides labelled 6cm and 2cm, the slant height labelled 7cm and the perpendicular height labelled 5cm.]() What is the values of \( h \) ?",\( 6 \mathrm{~cm} \),\( 5 \mathrm{~cm} \),\( 7 \mathrm{~cm} \),\( 2 \mathrm{~cm} \),396.0,,2332.0,396.0,
1255,1255.0,100.0,Recognise and use efficient strategies for mental subtraction,203.0,Mental Addition and Subtraction,C,"Nick wants to subtract \( 98 \) from a number.
Which one of the following methods would give him the correct answer?",\( +100 \) then \( +2 \),\( -100 \) then \( -2 \),\( -100 \) then \( +2 \),\( +100 \) then \( -2 \),1773.0,1387.0,,1773.0,
1256,1256.0,1754.0,Recognise the notation for parallel lines,88.0,Properties of Quadrilaterals,C,The arrows tell us that these two sides are... ![Parallelogram PQRS with sides QR and PS labelled with arrows](),The same length,Opposite,Parallel,Equilateral,1752.0,2357.0,,423.0,
1257,1257.0,102.0,Identify that a problem needs to be solved using multiplication,204.0,Mental Multiplication and Division,C,"Problem 1: What is the product of \( 17 \) and \(32\)?
Problem 2: Each person in a group of \( 17 \) people owns \( 32 \) pieces of art. How many pieces of art does the group own in total?
Which of these problems needs multiplication to solve it?","Only
Problem \( 1 \)",Only Problem \( 2 \),Both problems,Neither problem,2340.0,191.0,,,
1258,1258.0,1123.0,Find the nth term rule for an ascending fractional linear sequence,171.0,Linear Sequences (nth term),D,"\( \frac{7}{6}, \frac{4}{3}, \frac{3}{2}, \frac{5}{3}, \ldots \) When calculating the nth-term rule of this sequence, what should replace the star? ![Text: ""nth-term rule:"" followed by a star, n and a purple rectangle. ]()",\( 2 \),\( 1 \),\( \frac{4}{3} \),\( \frac{1}{6} \),172.0,,,,
1259,1259.0,3175.0,For a given output find the input of a function machine,649.0,Function Machines,B,\( input\Rightarrow(+1) \Rightarrow(\times2) \Rightarrow9\) What is the input of this function machine?,\( 19 \),\( 3.5 \),\( 19 \),\( 4 \),656.0,,656.0,1026.0,
1260,1260.0,381.0,Convert decimals less than 1 with 2 decimal place to percentages,239.0,Converting between Decimals and Percentages,C,"Convert this decimal to a percentage
\(
0.07
\)",\( 0.07 \% \),\( 0.7 \% \),\( 7 \% \),\( 70 \% \),1965.0,61.0,,39.0,
1261,1261.0,941.0,Find the gradient of a line written in the form ax + by = c,260.0,Finding the Gradient and Intercept of a Line from the Equation,B,"In which region would \( x-y=2 \) belong? ![A Venn diagram with two overlapping sets. The set on the left is 'Crosses the y-axis at (0,-2)' and the set on the right is 'Has a positive gradient'. A is in only 'Crosses the y-axis at (0,-2)' set, B is in the intersection, C is in only  'Has a positive gradient' set and D is outside both sets.]()",A,B,C,D,,,900.0,,
1262,1262.0,318.0,Divide a decimal by an integer,102.0,"Averages (mean, median, mode) from a List of Data",D,"What is the mean of the following numbers?
\( 1, \quad 0.1, \quad 0.01 \)",\( 0.333 \),\( 0.33 \),\( 0.1 \),\( 0.37 \),392.0,392.0,1966.0,,
1263,1263.0,3202.0,Recognise and name a variable,70.0,Writing Expressions,A,Which of the following is the most appropriate word to describe \( t \) in this: \( 9-3 t \),Variable,Expression,Equation,Term,,2209.0,196.0,2519.0,
1264,1264.0,73.0,Solve problems that combine addition or subtraction with multiplication,204.0,Mental Multiplication and Division,D,"Sara has \( £ 2.79 \).
Rhys has \( 3 \) times as much as Sara.
How much do they have altogether?
Which calculation would not find the answer?",\( £ 2.79 \times 4 \),\( (£ 2.79 \times 3)+£ 2.79 \),\( £ 2.80 \times 4-£ 0.04 \),\( £ 2.79 \times 3 \),,,1066.0,,
1265,1265.0,447.0,Divide proper fractions in the form: Integer ÷ Fraction,232.0,Dividing Fractions,B,"\( \frac{4}{9} \) of a litre of paint can cover \( 1 \mathrm{~m}^{2} \).
What area can \( 4 \) litres of paint cover?",\( 4 m^{2} \),\( 9 \mathrm{~m}^{2} \),\( \frac{16}{9} \mathrm{~m}^{2} \),\( \frac{36}{16} \mathrm{~m}^{2} \),,,1028.0,,
1266,1266.0,345.0,Identify the Lowest Common Multiple of two numbers,220.0,Multiples and Lowest Common Multiple,C,What is the lowest common multiple of \( 8 \) and \( 4 \) ?,\( 32 \),\( 4 \),\( 8 \),\( 16 \),,710.0,,,
1267,1267.0,1805.0,Find missing angles in a right-angled triangle,183.0,Angles in Polygons,C,"Calculate the unknown angle, \( x \). ![\( A \)]()",\( 56^{\circ} \),\( 146^{\circ} \),\( 124^{\circ} \),\( 236^{\circ} \),,639.0,,,
1268,1268.0,2849.0,Interpret a bar chart,106.0,Block Graphs and Bar Charts,D,"![A bar chart with blue vertical bars. The x-axis is titled ""Fruits"" and the y-axis is titled ""Number of Children"" and its scale is from 0 to 50 in steps of 10. The bars represent the following numbers of children: Banana, 30; Apple, 20; Kiwi, 30; Orange, 35; Pineapple, 10.]() \begin{tabular}{|c|c|}
\hline Type of Fruit & Number of Children\\
\hline Banana & \( 30 \) \\
\hline Apple & \\
\hline Kiwi & \( 30 \) \\
\hline Orange & \\
\hline Pineapple & \( 10 \) \\
\hline
\end{tabular} Using the bar chart, what two numbers are missing from the table?",\( 20 \) and \( 30 \),\( 30 \) and \( 35 \),"Orange, Apple",\( 20 \) and \( 35 \),2095.0,,,,
1269,1269.0,1403.0,Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression,50.0,Expanding Single Brackets,B,"Expand:
\[
6(p-2)
\]",\( 6 p-2 \),\( 6 p-12 \),\( p-12 \),\( 6 p-4 \),220.0,,1911.0,107.0,
1270,1270.0,3394.0,Substitute positive non-integer values into formulae involving no powers or roots where you need to find a value that is not the subject,67.0,Substitution into Formula,D,If \( x=2.5 \) and \( z=2 \) what is the value of \( y \) when \( \mathrm{z}=4 x-2 y \) ?,\( 8 \),\( -8 \),\( 6 \),\( 4 \),1417.0,1417.0,,,
1271,1271.0,1042.0,Solve one-step linear inequalities in one variable where the variable appears on one side of the equation,166.0,Solving Linear Inequalities,B,"Jo and Paul are arguing about the solution to this inequality:
\(t+3>-0.3\)

Jo says \( t \) could be \( -3.4 \)

Paul says \( t \) could be \( 3.4 \)

Who is correct?","Only
Jo",Only Paul,Both Jo and Paul,Neither is correct,1880.0,,2185.0,,
1272,1272.0,2637.0,Solve length problems involving similar shapes where the missing length is the shorter one,90.0,Length Scale Factors in Similar Shapes,A,"These two shapes are similar.

What is the value of \( y \) ? ![The diagram is of two trapeziums. The base of each trapezium is parallel with its top side.
The smaller trapezium has base 60cm and top labelled y.
The larger trapezium has base 150cm and top 70cm.]()",\( 28 \mathrm{~cm} \),\( 20 \mathrm{~cm} \),\( 25 \mathrm{~cm} \),\( 30 \mathrm{~cm} \),,1764.0,1764.0,1764.0,
1273,1273.0,3381.0,Use perimeter to write algebraic expressions,86.0,Perimeter,A,What is an expression for the perimeter of this rectangle? ![Yellow rectangle with base length 5a and side length a](),\( 12 a \),\( 5 a^{2} \),\( 6 a \),Not enough information,,1668.0,1706.0,618.0,
1274,1274.0,2656.0,"Describe a reflection in a vertical line by giving the line of reflection as an equation, where the line of reflection lies on the edge or outside the object",92.0,Reflection,D,"Which is the correct description of the transformation that maps shape A onto shape \( B \) ? ![A coordinate grid with two triangles drawn on it. Triangle A has the coordinates: (6,4) (4,4) and (4,5). Triangle B has the coordinates: (-4,4) (-2,4) and (-2,5).]()",Reflection in \( y \)-axis,Reflection in \( x \)-axis,Reflection in \( \mathrm{y}=1 \),Reflection in \( x=1 \),2155.0,,287.0,,
1275,1275.0,1742.0,Recognise the vertically opposite angles relationship,181.0,"Basic Angle Facts (straight line, opposite, around a point, etc)",C,"What is the relationship between these two angles? ![A pair of lines crossing to form an X shape. Two angles are marked, with one blank angle between them on each side.]()","They add together to make
\[
180^{\circ}
\]","They add together to make
\[
360^{\circ}
\]",They are equal,They are parallel,1997.0,875.0,,114.0,
1276,1276.0,3345.0,Identify or mark lines of symmetry on a shape,84.0,Properties of Polygons,B,Which of the combinations of properties are not possible for a polygon?,Rotation symmetry order \( 3 \) and \( 0 \) line of symmetry,Rotation symmetry order \( 1 \) and \( 2 \) lines of symmetry,Rotation symmetry order \( 4 \) and \( 4 \) lines of symmetry,Rotation symmetry order \( 2 \) and \( 0 \) lines of symmetry,2261.0,,,2261.0,
1277,1277.0,1561.0,Read values off a real life graph,58.0,Real Life Graphs,C,"The graph can be used to work out how much Kay's company pays her for travel.

Kay’s company paid her \( £ 100 \)

How many miles did she travel? ![The graph shows distance in miles on the x axis and amount in pounds on the y axis. The graph consists of a straight line, starting at the origin (0,0) and passing through the points (20,16) and (25,20)]()",\( 80 \),\( 100 \),\( 125 \),\( 120 \),11.0,1100.0,,,
1278,1278.0,296.0,Order decimals with the same number of digits,222.0,Ordering Decimals,C,"Tom and Katie are discussing how to order decimals.

Tom says \( 0.60 \) is greater than \( 0.06 \)

Katie says \( 0.5993 \) is greater than \( 0.5399 \)

Who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,1981.0,1981.0,,1981.0,
1279,1279.0,1105.0,"Given a term in an ascending integer linear sequence, use the nth term rule to find its position in that sequence",171.0,Linear Sequences (nth term),B,Here are the first \( 4 \) terms of a sequence ![\( \begin{array}{lllll}11 & 15 & 19 & 23 & \ldots\end{array} \)]() What position in the sequence is the number \( 87 ? \),\( 355 \),\( 20 \),\( 4 n+7 \),\( 21.75 \),,,,2252.0,
1280,1280.0,3112.0,Given the number of sides of a polygon identify the name,84.0,Properties of Polygons,C,A ten sided polygon is also known as...,An octagon,A hexagon,A decagon,A dodecagon,789.0,789.0,,789.0,
1281,1281.0,3322.0,Recognise and use the law of distributivity,204.0,Mental Multiplication and Division,D,"What word do we use to describe the relationship:
\(
7 \times 9=5 \times 9+2 \times 9
\)",Commutativity,Factors,Associativity,Distributivity,1226.0,858.0,1226.0,,
1282,1282.0,1428.0,Factorise a quadratic expression in the form x² + bx + c,53.0,Factorising into a Double Bracket,D,"When \( x^{2}+9 x+14 \) is factorised, what will appear in the box below? ![Bracket (x+2) and a rectangular box beside it where the second bracket should be.]()",\( (x+12) \),\( (x+8) \),\( (x-7) \),\( (x+7) \),1421.0,,974.0,,
1283,1283.0,2145.0,Convert between kg and g,198.0,Weight Units,A,"A \( 0.5 \) kilogram weight has \( 10 \) grams shaved off it.

What is the mass of the weight that remains?
Give your answer in grams.",\( 490 \mathrm{~g} \),\( 40 \mathrm{~g} \),\( 499 \mathrm{~g} \),\( 0.49 g \),,784.0,,,
1284,1284.0,318.0,Divide a decimal by an integer,224.0,Multiplying and Dividing with Decimals,B,\( 0.1 \div 4= \),\( 0.3 \),\( 0.025 \),\( 0.4 \),\( 0.25 \),,,1074.0,1619.0,
1285,1285.0,1100.0,Find the nth term rule for a descending integer linear sequence,171.0,Linear Sequences (nth term),A,Here are the first three terms of a sequence ![\( \begin{array}{llll}98 & 92 & 86 & \ldots\end{array} \)]() Find an expression for the nth term of this sequence.,\( -6 n+104 \),\( -6 n+92 \),\( -6 n \),\( 6 n+92 \),,1058.0,1582.0,2016.0,
1286,1286.0,2347.0,"Given the volume of a sphere, work out missing information",1649.0,Volume of Non-Prisms,C,"A sphere has a volume of
\[
V \mathrm{~cm}^{3} \text {. }
\] ![A sphere with the radius labelled '?']() What is its radius?",\( \sqrt[3]{\frac{4 V \pi}{3}} \mathrm{~cm} \),\( \sqrt[3]{\frac{4 V}{3 \pi}} \mathrm{cm} \),\( \sqrt[3]{\frac{3 V}{4 \pi}} \mathrm{cm} \),\( \frac{3 \sqrt[3]{V}}{4 \pi} \mathrm{cm} \),1214.0,232.0,,256.0,
1287,1287.0,1482.0,"Solve linear equations with the variable appearing on both sides, with all positive integers",64.0,Linear Equations,A,"Alisha is using cups and counters to help her solve an equation. Which would be the correct start to work it out? ![Three diagrams of equations shown with cups and counters. 
Step 1 is one cup plus four counters equals two cups and two counters.
Step 2 is four counters equals one cup plus two counters.
Step 3 is two counters equals one cup.]()",\( \begin{array}{c}x+4=2 x+2 \\ x=2\end{array} \),\( 3 x=6 \),\( \begin{array}{c}x+4=2 x+2 \\ 3 x=2\end{array} \),\( \begin{array}{c}x+4=2 x+2 \\ 3 x=6\end{array} \),,1214.0,,1214.0,
1288,1288.0,1452.0,Solve linear simultaneous equations requiring no scaling of expressions,63.0,Simultaneous Equations,A,"Which of the following pairs of simultaneous equations would have no solutions?
\begin{array}{ccc} 
Pair \( 1 \) & Pair \( 2 \) \\
\( 2 y-2 x=7 \) & & \( 2 x+2 y=7 \) \\
\( 2 x-2 y=7 \) & & \( 2 x-2 y=7 \)
\end{array}",Only Pair \( 1 \),Only Pair \( 2 \),Both Pair \( 1 \) and Pair \( 2 \),Neither Pair \( 1 \) nor Pair \( 2 \),,,1494.0,,
1289,1289.0,441.0,Multiply proper fractions in the form: Fraction × Fraction,231.0,Multiplying Fractions,D,\( \frac{6}{7} \times \frac{2}{3}=? \),\( 1 \frac{11}{21} \),\( \frac{9}{7} \),\( \frac{8}{21} \),\( \frac{4}{7} \),,1.0,317.0,,
1290,1290.0,1530.0,Substitute positive non-integer values into expressions involving powers or roots,265.0,Plotting Quadratics from Tables of Values,A,"Jo and Paul are discussing quadratic equations.

Jo says there is no value of \( x \) that can make \( (1-x)^{2} \) negative.

Paul says there is no value of \( x \) that can make \( 1-x^{2} \) positive.
Who is correct?","Only
Jo","Only
Paul",Both Jo and Paul,Neither is correct,,,557.0,82.0,
1291,1291.0,1425.0,Factorise a single bracket containing a non-linear expression by taking out a single algebraic common factor (e.g. a),52.0,Factorising into a Single Bracket,C,What should replace the circle when this expression is fully factorised? \( 9 y^{2}+4 y \equiv \bigstar(\triangle y+\bigcirc) \),\( \bigcirc=4 y \),\( \bigcirc=y \),\( \bigcirc=4 \),\( \bigcirc=5 \),1433.0,,,,
1292,1292.0,2908.0,Interpret continuous data using a line graph,117.0,Time Series and Line Graphs,D,![Graph titled height of rocket with Height in metres versus time in seconds]() How many metres did the rocket travel between \( 10 \) and \( 40 \) seconds?,\( 60 \),\( 50 \),\( 30 \),\( 40 \),1102.0,378.0,378.0,,
1293,1293.0,1438.0,Factorise a quadratic expression in the form ax² - c,254.0,Difference of Two Squares,C,Which of the following answers shows a correct factorisation of the expression below? \( 2 x^{2}-50 \),\( 2\left(x^{2}-25\right) \),\( 2(x-5)(x-5) \),\( 2(x-5)(x+5) \),\( 2(x-12.5)^{2} \),113.0,547.0,,,
