,QuestionId,ConstructId,ConstructName,SubjectId,SubjectName,CorrectAnswer,QuestionText,AnswerAText,AnswerBText,AnswerCText,AnswerDText,MisconceptionAId,MisconceptionBId,MisconceptionCId,MisconceptionDId,MisconceptionName
1435,1435.0,301.0,Add decimals with the same number of decimals places,223.0,Adding and Subtracting with Decimals,C,\( 3.52+2.75= \),\( 5.27 \),\( 7.17 \),\( 6.27 \),\( 5.127 \),1383.0,1898.0,,1898.0,
1436,1436.0,922.0,Know the equation of the axes,258.0,Horizontal and Vertical Lines,D,What is the equation of the \( x \) axis?,\( x=1 \),\( x=0 \),\( x=y \),\( y=0 \),1810.0,2113.0,422.0,,
1437,1437.0,2774.0,Calculate the range from a list of data,339.0,Range and Interquartile Range from a List of Data,A,"What is the range of this set of data?
\[
4 \mathrm{~cm}, \quad 22 \mathrm{~cm}, \quad 5 \mathrm{~cm}, \quad 7 \mathrm{~cm}
\]",\( 18 \mathrm{~cm} \),\( 22 \mathrm{~cm} \),\( 3 \mathrm{~cm} \),\( 26 \mathrm{~cm} \),,1177.0,1677.0,691.0,
1438,1438.0,1093.0,Describe an ascending linear sequence in words,171.0,Linear Sequences (nth term),C,"Which of the following is the most accurate way to describe this sequence?

\[
4,10,16,22,28, \ldots
\]",The first term is \( 6 \) and the common difference is positive \( 4 \),The first term is \( 6 \) and the common difference is negative \( 4 \),The first term is \( 4 \) and the common difference is positive \( 6 \),The first term is \( 4 \) and the common difference is negative \( 6 \),2377.0,2377.0,,,
1439,1439.0,81.0,Complete mental addition problems up to 1000,203.0,Mental Addition and Subtraction,D,\( 23+108= \),\( 1238 \),\( 338 \),\( 121 \),\( 131 \),,285.0,1383.0,,
1440,1440.0,3319.0,"Solve problems involving converting between fractions, decimals and percentages",238.0,Converting between Fractions and Percentages,B,\( 0.2=\frac{1}{5}=? \% \),\( 15 \% \),\( 20 \% \),\( 50 \% \),\( 2 \% \),1786.0,,,61.0,
1441,1441.0,1421.0,Factorise a single bracket containing a linear expression by taking out a single numeric common factor (e.g. 6),52.0,Factorising into a Single Bracket,B,What should replace the star and triangle when this expression is fully factorised? \( 8 m - 10 \equiv {\bigstar}(\triangle m-\bigcirc) \),\( \begin{array}{l}{\bigstar}=8 \\ \Delta=1\end{array} \),\( \begin{array}{l}{\bigstar}=2 \\ \Delta=4\end{array} \),\( \begin{array}{l}{\bigstar}=5 \\ \Delta=3\end{array} \),\( \begin{array}{l}{\bigstar}=4 \\ \Delta=2\end{array} \),628.0,,1079.0,,
1442,1442.0,2649.0,"Reflect an object or a point in a horizontal line with the line of reflection given as an equation, where the line of reflection lies on the edge or outside the object",92.0,Reflection,D,"The triangle is reflected in the \( x \)-axis
What are the new coordinates of point \( P \) ? ![A set of axes: x-axis from -1 to 8, y-axis from -5 to 6. Three points are plotted and joined to make a triangle: (2, 0), (4, 0), (2, 3). Point (2, 3) is labelled with the letter ""P"". ]()","\( (2,3) \)","\( (2,2) \)","\( (3,2) \)","\( (2,-3) \)",1748.0,,101.0,,
1443,1443.0,920.0,Recognise the equations of horizontal lines from a diagram,258.0,Horizontal and Vertical Lines,A,What is the equation of this line? ![A graph showing a horizontal line going through 4 on the y axis.](),\( y=4 \),\( x=4 y \),\( y=4 x \),\( x=4 \),,2301.0,1568.0,2113.0,
1444,1444.0,1737.0,Use a protractor to measure angles between 90° and 180°,180.0,Measuring Angles,A,Which diagram shows an angle of \( 135^{\circ} \) ?,"![A 180 degree protractor (straight edge at the bottom) with 2 red lines and a blue sector marking out an angle being measured by the protractor. The angle is between the red line that is at 0 (inner scale) and 180 (outer scale) on the right of the protractor, anti-clockwise, to the red line that is half way between 130 and 140 (inner scale) and halfway between 50 and 40 (outer scale).]()","![A 180 degree protractor (straight edge at the bottom) with 2 red lines and a blue sector marking out an angle being measured by the protractor. The angle is between the red line that is at 0 (inner scale) and 180 (outer scale) on the right of the protractor, anti-clockwise, to the red line that is half way between 120 and 130 (inner scale) and halfway between 60 and 50 (outer scale).]()","![A 180 degree protractor (straight edge at the bottom) with 2 red lines and a blue sector marking out an angle being measured by the protractor. The angle is between the red line that is at 0 (inner scale) and 180 (outer scale) on the right of the protractor, anti-clockwise , to the red line that is half way between 40 and 50 (inner scale) and halfway between 140 and 130 (outer scale).]()","![A 180 degree protractor (straight edge at the bottom) with 2 red lines and a blue sector marking out an angle being measured by the protractor. The angle is between the red line that is at 0 (inner scale) and 180 (outer scale) on the protractor, to the red line that is half way between 50 and 60 (inner scale) and halfway between 130 and 120 (outer scale).]()",,2251.0,1188.0,,
1445,1445.0,2774.0,Calculate the range from a list of data,102.0,"Averages (mean, median, mode) from a List of Data",C,"The data is in ascending order.
\(
\begin{array}{llllll}
x & 5 & 8 & y & 19 & 25
\end{array}
\)
Write an expression for the range.",\( x-25 \),\( y-8 \),\( 25-x \),\( \frac{57+y+x}{6} \),2319.0,,,1098.0,
1446,1446.0,3510.0,"Match linear sequences to other representations, such as tables and graphs",171.0,Linear Sequences (nth term),C,Which sequence matches this graph? ![Position](),"![The sequence 5, 7, 9 represented pictorially using black line segments shaped into triangles which share a side.]()","![The sequence 3, 5, 7 represented pictorially using squares. For the first term 3 squares are placed with two squares as the base and one square stacked on top of the square on the left hand side. For each additional term, 2 squares, stacked on top of each other are added to the left hand side of the previous term's image.]()","![The sequence 4, 7, 10  represented pictorially using red line segments shaped to form squares.]()",![The first three triangular numbers represented using purple dots.](),142.0,142.0,,142.0,
1447,1447.0,1470.0,"Solve two-step linear equations, with the variable on one side, with all positive integers",64.0,Linear Equations,A,"Solve the following equation for \( a \) :
\[
2=3 a-4
\]",\( a=2 \),\( a=-\frac{2}{3} \),\( a=-6 \),\( a=-2 \),,2530.0,,,
1448,1448.0,1562.0,Interpret linear sections of real life graphs,58.0,Real Life Graphs,D,"The graph on the right shows the mass of sand in a bucket over time

The gradient of the positive sloping section would tell us... ![A graph with time (secs) on the horizontal axis and mass (g) on the vertical axis. The graph starts at the origin, travels in a straight line up and right, travels horizontally, then travels in a straight line down and right back to the x-axis, more steeply than the start. ]()",The temperature of the sand is rising,The rate the mass of sand in the bucket is decreasing,The mass of sand in the bucket,The rate the mass of sand in the bucket is increasing,,,1187.0,,
1449,1449.0,284.0,Answer negative number problems that require the use of BIDMAS,212.0,Multiplying and Dividing Negative Numbers,D,\( -4+(-5) \times 3= \),\( 27 \),\( -27 \),\( -11 \),\( -19 \),,1507.0,,,
1450,1450.0,3346.0,Identify the order of rotational symmetry of a shape,276.0,Rotational Symmetry,D,![A solid yellow equilateral triangle (3 sided polygon with all 3 sides of equal length).]() What is the order of rotational symmetry of this equilateral triangle?,\( 0 \),\( 1 \),\( 2 \),\( 3 \),,2355.0,1687.0,,
1451,1451.0,1133.0,Recognise that a sequence is linear sequences when expressed as a pattern,171.0,Linear Sequences (nth term),C,"Tom and Katie are discussing linear sequences Tom says this is a linear sequence: ![Three shapes made of squares. The first is an L-shape made of 3 squares so the bottom line is two squares long. The second shape is also an L but with a bottom line of three squares. The fourth shape is the same but the bottom line is four squares long.  ]() Katie says this is a linear sequence: ![Three shapes made of squares. The first is an L-shape made of 3 squares. The second shape is an L made of 5 squares, two on the top row and three on the bottom row. The third shape is an L made of 7 squares, 3 on the top row and four on the bottom. ]() Who is correct?","Only
Tom","Only
Katie",Both Tom and Katie,Neither is correct,1198.0,1198.0,,1198.0,
1452,1452.0,1556.0,"Given a positive x value, find the corresponding y value for reciprocal graphs",57.0,Cubics and Reciprocals,D,"This is a part of the table of values for the equation \( \boldsymbol{y}=\frac{\mathbf{1}}{\boldsymbol{x}} \) \begin{tabular}{|c|c|}
\hline\( x \) & \( 0 \) \\
\hline\( y \) & \(\bigstar\) \\
\hline
\end{tabular} What should replace the star?",\( 3 \),\( 1 \),\( 0 \),The equation is undefined at this value,,1924.0,176.0,,
1453,1453.0,1377.0,"Calculate the midpoint between two coordinates in 2D, where all the values are integers but at least one is negative",408.0,Midpoint Between Two Co-ordinates,A,"What is the midpoint of these two coordinates? ![A set of axes with two points (-4,5) and (6,2) plotted.]()","\( (1,3.5) \)","\( (5,3.5) \)","\( (2,7) \)","\( (2,3) \)",,2275.0,2427.0,,
1454,1454.0,1454.0,Solve linear simultaneous equations requiring a scaling of both expressions,63.0,Simultaneous Equations,B,"If three cups of tea and two cups of coffee cost \( £ 2.40 \), and two cups of tea and five cups of coffee cost £3.80, what is the cost of a cup of tea and a cup of coffee?",\( \begin{array}{l}\text { Tea }=60 p \\ \text { coffee }=40 p\end{array} \),\( \begin{array}{l}\text { Tea }=40 p \\ \text { coffee }=60 p\end{array} \),"\( \begin{array}{l}\text { Tea }=80 p, \\ \text { coffee }=44 p\end{array} \)",\( \begin{array}{l}\text { Tea }=£ 2.40 \\ \text { coffee }=£ 1.40\end{array} \),,,512.0,,
1455,1455.0,1267.0,Form expressions from situations described in words,64.0,Linear Equations,D,"I think of a number. I add on five and then multiply the result by four. The answer I get is \( 17 \).
Which of the following equations represents this?",\( n+5 \times 4=17 \),\( 4 n+5=17 \),\( n^{4}+5=17 \),\( 4(n+5)=17 \),1507.0,871.0,,,
1456,1456.0,473.0,Calculate the square of a number,649.0,Function Machines,A,![An image of a function machine. The input is 20 and the function is squared.]() What is the output of this function machine?,\( 400 \),\( 40 \),\( 22 \),\( 10 \),,2316.0,2445.0,1664.0,
1457,1457.0,3316.0,Recognise and use efficient methods for mental multiplication,204.0,Mental Multiplication and Division,C,Tom and Katie are discussing ways to calculate \( 21 \times 12 \) mentally Tom does \( 12 \times 7 \) and then multiplies his answer by \( 3 \) Katie does \( 21 \times 6 \) and then doubles her answer Who would get the correct answer?,Only Tom,Only Katie,Both Tom and Katie,Neither is correct,488.0,488.0,,488.0,
1458,1458.0,1610.0,Simplify an algebraic fraction by dividing by a single letter,1077.0,Simplifying Algebraic Fractions,B,Tom and Katie are arguing about simplifying fractions. Tom says \( \frac{3 p-1}{p} \equiv 2 \) Katie says \( \frac{3 p-1}{p} \equiv 3-\frac{1}{p} \) Who is correct?,"Only
Tom","Only
Katie",Both Tom and Katie,Neither is correct,363.0,,,,
1459,1459.0,311.0,Multiply a decimal by an integer,224.0,Multiplying and Dividing with Decimals,A,"Work out:
\[
0.6 \times 11
\]",\( 6.6 \),\( 6.06 \),\( 7 \),\( 66 \),,,1272.0,2055.0,
1460,1460.0,2114.0,Convert between cl and l,197.0,Volume and Capacity Units,A,"\[
650 \text { centilitres }=\bigstar \text { litres }
\]
What should replace the star?",\( 6.5 \),\( 0.65 \),\( 65000 \),\( 65 \),,2505.0,1651.0,187.0,
1461,1461.0,3033.0,Use inequality notation to order a negative and a positive integer,165.0,Inequalities on Number Lines,A,"One of these pairs of numbers does not fit 
the inequality \( d \geq h \)

Can you find which pair?",\( \begin{array}{l}d=-5 \\ h=-1\end{array} \),\( \begin{array}{c}d=1 \\ h=-4\end{array} \),\( \begin{array}{l}d=2 \\ h=2\end{array} \),\( \begin{array}{l}d=5 \\ h=4\end{array} \),,1880.0,1828.0,1880.0,
1462,1462.0,480.0,Calculate the cube root of a number,246.0,"Square Roots, Cube Roots, etc",D,\( \sqrt[3]{8}= \),\( 2 . \dot{6} \),\( 4 \),\( 64 \),\( 2 \),414.0,1881.0,1032.0,,
1463,1463.0,1493.0,Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 ,65.0,Quadratic Equations,C,"Mo wants to solve this equation using the quadratic formula.
\(
5 h^{2}-3 h-2=0
\)

What should replace the triangle? \( ?\pm \sqrt{\triangle-?} \)",\( 6 \),\( -6 \),\( 9 \),\( -9 \),,2316.0,,1597.0,
1464,1464.0,1569.0,Interpret the gradient on a linear section on a real life graph,58.0,Real Life Graphs,D,"Jadon decides to go for a run starting from home.
The graph on the right shows Jadon's distance in metres \( (d) \) over time in seconds
\( (t) \).

The gradient of the negative sloping section of the graph is \( 0.5 \).

Which of the following does that \( 0.5 \) best represent? ![A sketch of a graph with d on the y axis and t on the x axis. A straight line slopes upwards from the origin 2/3 of the way up the graph, 1/5 across the graph. It then becomes horizontal for the next 1/5 of the graph, before sloping downwards in a straight line for the remainder of the graph. ]()",Jadon is travelling away from home at a speed of \( 0.5 \mathrm{~m} / \mathrm{s} \),Jadon is decelerating at a rate of \( 0.5 \mathrm{~m} / \mathrm{s}^{2} \),Jadon is accelerating at a rate of \( 0.5 \mathrm{~m} / \mathrm{s}^{2} \),Jadon is travelling back home at a speed of \( 0.5 \mathrm{~m} / \mathrm{s} \),2437.0,2032.0,,,
1465,1465.0,854.0,"Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division",33.0,BIDMAS,A,"What does the following equal?
\[
3-5+4 \times 2
\]",\( 6 \),\( 4 \),\( -12 \),\( -10 \),,1507.0,2181.0,234.0,
1466,1466.0,1892.0,Use a protractor to draw angles between 0° and 90° ,180.0,Measuring Angles,A,"When drawing an angle, which step will you complete last?",Draw a line to join up the end of the line segment and the marker.,Make sure the centre of the protractor is at the end of the line segment.,Draw a marker to show where the angle needs to be drawn.,Draw a line segment,,1721.0,1721.0,1721.0,
1467,1467.0,1892.0,Use a protractor to draw angles between 0° and 90° ,180.0,Measuring Angles,D,Which diagram shows an angle of \( 55^{\circ} \) ?,"![A 180 degree protractor (straight edge at the bottom) with 2 red lines and a blue sector marking out an angle being measured by the protractor. The angle is between the red line that is at 0 (inner scale) and 180 (outer scale) on the right of the protractor, anti-clockwise to the red line that is half way between 130 and 140 (inner scale) and halfway between 50 and 40 (outer scale).]()","![A 180 degree protractor (straight edge at the bottom) with 2 red lines and a blue sector marking out an angle being measured by the protractor. The angle is between the red line that is at 0 (inner scale) and 180 (outer scale) on the right of the protractor, anti-clockwise to the red line that is half way between 120 and 130 (inner scale) and halfway between 60 and 50 (outer scale).]()","![A 180 degree protractor (straight edge at the bottom) with 2 red lines and a blue sector marking out an angle being measured by the protractor. The angle is between the red line that is at 0 (inner scale) and 180 (outer scale) on the right of the protractor, anti-clockwise to the red line that is half way between 40 and 50 (inner scale) and halfway between 140 and 130 (outer scale).]()","![A 180 degree protractor (straight edge at the bottom) with 2 red lines and a blue sector marking out an angle being measured by the protractor. The angle is between the red line that is at 0 (inner scale) and 180 (outer scale) on the right of the protractor, anti-clockwise to the red line that is half way between 50 and 60 (inner scale) and halfway between 130 and 120 (outer scale).]()",1188.0,1188.0,2251.0,,
1468,1468.0,1407.0,Expand two brackets with linear terms in the form (x + a)(x + b),51.0,Expanding Double Brackets,A,Which of the following answers shows a correct expansion of the expression below? \( (x+5)(x-2) \),\( x^{2}-2 x+5 x-10 \),\( x^{2}+2 x+5 x-3 \),\( x^{2}-2 x-5 x+10 \),\( x^{2}-2 x+5 x+3 \),,,,2143.0,
1469,1469.0,1377.0,"Calculate the midpoint between two coordinates in 2D, where all the values are integers but at least one is negative",408.0,Midpoint Between Two Co-ordinates,D,"Points \( P, Q \) and \( R \) are equally spaced along the line segment, as shown in the sketch.

The coordinates of \( \mathrm{P} \) and \( \mathrm{R} \) are marked on the diagram.

What are the coordinates of \( Q \) ? ![A graph with 4 quadrants showing a line joining points R(2, 7), Q (unknown coordinate in 3rd quadrant) and P (-4, -10)]()","\( (-1,-1) \)","\( (-2,-3) \)","\( (-1,-2) \)","\( (-1,-1.5) \)",,2427.0,,,
1470,1470.0,2792.0,Identify the mode from a frequency table,340.0,Averages and Range from Frequency Table,D,"The frequency table shows the grade achieved by some students in a maths exam.
What was the modal grade? ![\begin{tabular}{|c|c|}
\hline Grade & Frequency \\
\hline \( 1 \) & \( 3 \) \\
\hline \( 2 \) & \( 7 \) \\
\hline \( 3 \) & \( 3 \) \\
\hline \( 4 \) & \( 9 \) \\
\hline \( 5 \) & \( 1 \) \\
\hline
\end{tabular}]()",\( 3 \),\( 2 \),\( 9 \),\( 4 \),2470.0,,1364.0,,
1471,1471.0,703.0,Express pictorial representations of objects as a ratio,334.0,Writing Ratios,C,\( \square \square \square \triangle \square \square \square \triangle \square \square \square \triangle \) For every \( 3 \) triangles there are \(___\) squares,\( 3 \),\( 6 \),\( 9 \),\( 10 \),1659.0,,,,
1472,1472.0,73.0,Solve problems that combine addition or subtraction with multiplication,203.0,Mental Addition and Subtraction,D,"There are \( 8 \) shelves of plates. Four of the shelves hold \( 15 \) plates each. Two of the shelves hold \( 23 \) plates each. The other shelves hold \( 17 \) plates each.
How many plates are there in total?",\( 123 \),\( 55 \),\( 63 \),\( 140 \),,1078.0,1078.0,,
1473,1473.0,695.0,"Divide a quantity into two parts for a given a ratio, where each part is an integer",334.0,Writing Ratios,C,"For every \( 3 \) green squares there are \( 1 \) red squares.

How many squares should be coloured green in the grid on the right? \begin{tabular}{|l|l|l|l|}
\hline \(\;\) & \(\;\) & \(\;\) & \(\;\) \\
\hline \(\;\) & \(\;\) & \(\;\) & \(\;\) \\
\hline \(\;\) & \(\;\) & \(\;\) & \(\;\) \\
\hline \(\;\) & \(\;\) & \(\;\) & \(\;\) \\
\hline
\end{tabular}",\( 3 \),\( 8 \),\( 12 \),\( 4 \),1150.0,2071.0,,,
1474,1474.0,855.0,Use the order of operations to carry out calculations involving brackets,33.0,BIDMAS,C,"\[
6-3+2
\]
Tom and Katie are trying to make the calculation above equal to \( 5 \).
Tom says you can write it like this: \( (6-3)+2 \)
Katie says you can leave it like this: \( 6-3+2 \)
Who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,2306.0,,,,
1475,1475.0,2760.0,Calculate the median as an average from an even numbered list of data,102.0,"Averages (mean, median, mode) from a List of Data",A,"What is the median of the following numbers?
\( 1, \quad 0.1, \quad 0.01,\quad 0.001 \)",\( 0.055 \),\( 0.22 \),\( 0.55 \),\( 0.11 \),,2427.0,,2426.0,
1476,1476.0,1217.0,Recognise a Fibonacci sequence expressed as a pattern,173.0,Other Sequences,D,"Which of the following is the best way to describe this sequence: ![A pattern with 6 terms made of green and red dots. The first term is a green dot, the second a red dot, the third is one red and one green dot. The fourth term is made of one green and two red dots. The fifth term is made from two green dots and three red dots. The sixth term is made of five red dots and three green dots. ]()",Linear,Quadratic,Geometric,Fibonacci,1198.0,1388.0,2228.0,,
1477,1477.0,1065.0,"Represent the solution to a graphical inequality involving a combination of vertical, horizontal and diagonal lines",167.0,Graphing Linear Inequalities (Shading Regions),D,"Which letter describes the region where \( \boldsymbol{x}+\boldsymbol{y} \leq \mathbf{3} \) and \( \boldsymbol{y} \leq \mathbf{1} \) ? ![A set of axes with two straight lines drawn on. The line x+y=3 goes through points (3,0) and (0,3). The line y=1 is a horizontal line going through (0,1). The lines intersect one another at (2,1).
A is the region below x+y=3 and above y=1.
B is the region above both lines.
C is the region below y=1 but above x+y=3.
D is the region below both lines. ]()",A,B,C,D,,1880.0,,,
1478,1478.0,2708.0,Describe simple directions to translate a shape or object using words not vectors,95.0,Translation and Vectors,A,"Describe the movements to get from

\[
(5,-2) \text { to }(0,1)
\]","Left \( 5 \) squares, up \( 3 \) squares","Left \( 5 \) squares, down \( 1 \) square","Right \( 5 \) squares, down \( 3 \) squares","Left \( 5 \) squares, up \( 4 \) squares",,1488.0,,2269.0,
1479,1479.0,2144.0,Convert between g and kg,198.0,Weight Units,C,\( 4000 \mathrm{~g} \) is the same as \( k g \),\( 400 \),\( 4000000 \),\( 4 \),\( 40 \),1050.0,1074.0,,784.0,
1480,1480.0,315.0,Divide decimals by 100,224.0,Multiplying and Dividing with Decimals,B,\( 3.06 \div 100= \),\( 0.36 \),\( 0.0306 \),\( 0.036 \),\( 0.00306 \),539.0,,539.0,2123.0,
1481,1481.0,473.0,Calculate the square of a number,224.0,Multiplying and Dividing with Decimals,A,\( 0.7^{2}= \),\( 0.49 \),\( 1.4 \),\( 0.14 \),\( 4.9 \),,2316.0,2316.0,2481.0,
1482,1482.0,1745.0,Find missing angles using vertically opposite angles,181.0,"Basic Angle Facts (straight line, opposite, around a point, etc)",A,What is the size of angle \( y \) ? ![A diagram showing 3 lines crossing at a point to form 6 angles. One angle is marked as 43 degrees. Another angle is marked as y. There are two blank angles between each marked angle.](),\( 43^{\circ} \),\( 137^{\circ} \),\( 47^{\circ} \),Not enough information,,1997.0,1483.0,1791.0,
1483,1483.0,397.0,Identify unit fractions when part of a shape,225.0,Fractions of an Amount,D,"What fraction of the shape is shaded? ![A rectangle split in half. One half is split in half again, and one half of that is split in half again, with one of those parts shaded.]()",\( \frac{1}{3} \),\( 1 \),\( \frac{1}{4} \),\( \frac{1}{8} \),249.0,659.0,249.0,,
1484,1484.0,474.0,Calculate the cube of a number,245.0,"Squares, Cubes, etc",B,"What is the value of ""\( 3 \) cubed""?",\( 9 \),\( 27 \),\( 33 \),\( 333 \),2576.0,,952.0,66.0,
1485,1485.0,1527.0,Substitute negative integer values into expressions involving no powers or roots,410.0,Distance Between Two Co-ordinates,C,"Amy is trying to work out the distance between these two points: \( (1,-6) \) and \( (-5,2) \) She labels them like this: \( \begin{array}{rrrr}x_{1} & y_{1} & x_{2} & y_{2} \\ (1, & -6) & (-5, & 2)\end{array} \) And then decides to use this formula: \( \sqrt{\left(x_{2}-x_{1}\right)^{2}+\left(y_{2}-y_{1}\right)^{2}} \) What does the second bracket equal?",\( (-8)^{2} \),\( (-4)^{2} \),\( (8)^{2} \),\( (4)^{2} \),1510.0,55.0,,,
1486,1486.0,302.0,Add decimals where the numbers involved have a different number of decimal places,223.0,Adding and Subtracting with Decimals,D,How should you line up the digits to calculate \( 0.7+0.54 \) ?,"![A column addition of 0.7 + 0.54. The 0 of 0.7 is directly above the decimal point of 0.54, the decimal point of 0.7 is directly above the 5 of 0.54 and the 7 of 0.7 is directly above the 4 of 0.54.]()",![A column addition of 0.07 + 0.54 with the decimal points lined up.](),![A column addition of 0.7 + 5.4 with the decimal points lined up.](),![A column addition of 0.70 + 0.54 with the decimal points lined up.](),587.0,539.0,,,
1487,1487.0,2077.0,Identify a unit of volume or capacity,197.0,Volume and Capacity Units,C,"Tom and Katie are discussing units of volume
Tom says litres is a unit of volume
Katie says \( m^{3} \) is a unit of volume
Who is correct?","Only
Tom","Only
Katie",Both Tom and Katie,Neither is correct,996.0,1520.0,,441.0,
1488,1488.0,469.0,Understand the notation for powers,245.0,"Squares, Cubes, etc",C,To calculate \( 53^{2} \) you need to do...,\( 53+2 \),\( 53 \times 2 \),\( 53 \times 53 \),\( 532 \times 1 \),2445.0,2316.0,,,
1489,1489.0,2012.0,Identify a unit of length,195.0,Length Units,B,"Sally has answered a question on perimeter and got an answer of \( 500 \).

Behind the star she has written the units that she used.
Which of the following units is definitely wrong? \( 500 \bigstar \)",\( \mathrm{cm} \),\( m l \),\( \mathrm{mm} \),\( \mathrm{km} \),2050.0,,2050.0,2050.0,
1490,1490.0,2908.0,Interpret continuous data using a line graph,117.0,Time Series and Line Graphs,C,"This graph shows the temperature in Dan's garden in a \( 24 \) hour period.

In which \( 4 \) hour period did the temperature fall the most? ![A graph showing the temperature in Dan's house over a 24 hours period. At 00:00 the temperature is -2 degrees, at 04:00 it is -4 degrees, at 08:00 it is 0 degrees, at 12:00 it is 5 degrees, at 16:00 it is 8 degrees, at 20:00 it is 3 degrees and at 00:00 it is 0 degrees.]()",\( \begin{array}{c}00: 00 \text { to } \\ 04: 00\end{array} \),\( \begin{array}{c}08: 00 \text { to } \\ 12: 00\end{array} \),\( \begin{array}{c}16: 00 \text { to } \\ 20: 00\end{array} \),\( \begin{aligned} 20 & : 00 \text { to } \\ 00 & : 00\end{aligned} \),1530.0,1471.0,,1530.0,
1491,1491.0,270.0,Raise negative numbers to powers,212.0,Multiplying and Dividing Negative Numbers,C,\( (-2)^{4}= \),\( -16 \),\( -8 \),\( 16 \),\( 8 \),1597.0,1072.0,,,
1492,1492.0,2944.0,"Know that probabilities must lie between 0, impossible, and 1, certain",111.0,Probability of Single Events,D,"The probability of an event occurring is \( 0 \).

Which of the following most accurately describes the likelihood of the event occurring?",Certain,Unlikely,Even chance,Impossible,344.0,344.0,344.0,,
1493,1493.0,856.0,Use the order of operations to carry out calculations involving powers,33.0,BIDMAS,A,\( 8-7 \div 6^{3}= \) Which calculation should you do first?,\( 6^{3} \),\( 7 \div 6 \),\( 8-7 \),It doesn't matter: you get the same answer,,2140.0,1507.0,2532.0,
1494,1494.0,1267.0,Form expressions from situations described in words,70.0,Writing Expressions,A,"Which expression correctly represents the following description?
""Subtract five from \( \mathrm{h} \) and then multiply by six.""",\( 6(h-5) \),\( 6(5-h) \),\( (5-h) \times 6 \),\( (h-5) \times 6 \),,1453.0,1453.0,1680.0,
1495,1495.0,1274.0,Simplify algebraic expressions to maintain equivalence by collecting like terms involving just two linear variables,251.0,Simplifying Expressions by Collecting Like Terms,B,"Tom and Katie are arguing about what term could replace the star in this addition pyramid.
Tom says it could be: \( f \)
Katie says it could be: \( 2 f \)
Who is correct? ![A diagram showing 3 rows of boxes. the bottom row has 3 boxes, containing a star, 3g and 2g from left to right. The next row up contains two boxes, overlapping the joins of the boxes below. Both are empty. The top row is one box, centered over the join of the two below, containing 2f + 8g.]()",Only Tom,"Only
Katie",Both Tom and Katie,Neither is correct,1690.0,,1690.0,,
1496,1496.0,981.0,"Given a positive x value, find the corresponding y value for curves in the form y = x² + c",265.0,Plotting Quadratics from Tables of Values,B,"This is a part of the table of values for the equation
\(
y=x^{2}
\) \begin{tabular}{|c|c|}
\hline\( x \) & \( 4 \) \\
\hline\( y \) & \( \color{gold}\bigstar \) \\
\hline
\end{tabular} What should replace the star?",\( 8 \),\( 16 \),\( 4 \),\( -16 \),2316.0,,,,
1497,1497.0,3141.0,Solve quadratic inequalities from the graph of the quadratic,168.0,Solving Quadratic Inequalities,B,"Using the graph of
\(
y=x^{2}-3 x-10
\)

What is the correct way to write the solution to
\(
x^{2}-3 x-10 \leq 0 ?
\) ![A quadratic parabola which crosses the x axis at (-2,0) and (5,0) and crosses the y axis at (0, -10)]()",\( \{x \leq-2\} \cup\{x \geq 5\} \),\( \{-2 \leq x \leq 5\} \),\( \{-2 \geq x \geq 5\} \),\( \{x \geq-2\} \cup\{x \leq 5\} \),1880.0,,1828.0,981.0,
1498,1498.0,1671.0,"Describe how many degrees you would turn, and in what direction, to move between North, South, East and West on a compass",180.0,Measuring Angles,C,I am facing East. \( \mathrm{E} \longrightarrow \) How many degrees anti-clockwise will I need to turn so I am facing South?,\( 90^{\circ} \),\( 180^{\circ} \),\( 270^{\circ} \),\( 360^{\circ} \),860.0,,,,
1499,1499.0,433.0,Subtract proper fractions with different denominators where one is a multiple of the other,230.0,Adding and Subtracting Fractions,D,"Calculate:
\( \frac{5}{9}-\frac{1}{3} \)",\( \frac{4}{6} \),\( \frac{4}{9} \),\( \frac{8}{9} \),\( \frac{2}{9} \),172.0,1909.0,1514.0,,
1500,1500.0,219.0,Round numbers to three or more decimal places,214.0,Rounding to Decimal Places,D,What is \( 29.156828 \) rounded to \( 3 \) decimal places?,\( 29.267 \),\( 29.16 \),\( 29.156 \),\( 29.157 \),2330.0,1248.0,1379.0,,
1501,1501.0,1614.0,Simplify an algebraic fraction by factorising both the numerator and denominator,1077.0,Simplifying Algebraic Fractions,D,"Simplify the following, if possible: \( \frac{4 t^{2}+1}{4 t-2} \)",\( t+1 \),\( t+\frac{1}{2} \),\( t-\frac{1}{2} \),Does not simplify,,1256.0,2398.0,,
1502,1502.0,2907.0,Interpret discrete data using a line graph,117.0,Time Series and Line Graphs,C,"This graph shows the amount of potatoes consumed by a restaurant in a week.

How many potatoes were consumed on Friday? ![Graph of potatoes consumed with kilos against day of week]()",\( 3 \mathrm{~kg} \),\( 10 \mathrm{~kg} \),\( 15 \mathrm{~kg} \),\( 25 \mathrm{~kg} \),445.0,,,,
